major_code,major_name,major_group_name,admission_record_count,first_year,last_year
GTADCCD221,Công nghệ kỹ thuật giao thông,Công nghệ kỹ thuật,4,2022,2022
GTADCCD3,Công nghệ kỹ thuật công trình xây dựng,Công nghệ kỹ thuật,4,2022,2022
GTADCCD321,Công nghệ kỹ thuật giao thông,Công nghệ kỹ thuật,4,2022,2022
GTADCCH2,Công nghệ kỹ thuật giao thông,Công nghệ kỹ thuật,9,2022,2023
GTADCCH2,Hệ thống thông tin,Kinh tế - Quản trị kinh doanh - Thương Mại,4,2024,2024
GTADCCH221,Công nghệ kỹ thuật giao thông,Công nghệ kỹ thuật,4,2022,2022
GTADCCK2,Công nghệ kỹ thuật cơ khí,Công nghệ kỹ thuật,5,2023,2023
GTADCCM1,Công nghệ kỹ thuật cơ khí,Công nghệ kỹ thuật,4,2022,2022
GTADCCM121,Công nghệ kỹ thuật cơ khí,Công nghệ kỹ thuật,4,2022,2022
GTADCCM2,Công nghệ kỹ thuật cơ khí,Công nghệ kỹ thuật,4,2022,2022
GTADCCM221,Công nghệ kỹ thuật cơ khí,Công nghệ kỹ thuật,4,2022,2022
GTADCCN2,Công nghệ kỹ thuật cơ điện tử,Công nghệ kỹ thuật,9,2022,2023
GTADCCN2,Công nghệ kỹ thuật cơ điện tử,Công nghệ thông tin - Tin học,4,2024,2024
GTADCCN221,Công nghệ kỹ thuật cơ điện tử,Công nghệ kỹ thuật,4,2022,2022
GTADCCO2,Công nghệ kỹ thuật cơ điện tử,Công nghệ kỹ thuật,9,2022,2023
GTADCCO2,Công nghệ kỹ thuật cơ điện tử trên ô tô,Công nghệ thông tin - Tin học,4,2024,2024
GTADCCO221,Công nghệ kỹ thuật cơ điện tử,Công nghệ kỹ thuật,4,2022,2022
GTADCDD1,Công nghệ kỹ thuật công trình xây dựng,Công nghệ kỹ thuật,4,2022,2022
GTADCDD121,Công nghệ kỹ thuật công trình xây dựng,Công nghệ kỹ thuật,4,2022,2022
GTADCDD2,Công nghệ kỹ thuật công trình xây dựng,Công nghệ kỹ thuật,9,2022,2023
GTADCDD221,Công nghệ kỹ thuật công trình xây dựng,Công nghệ kỹ thuật,4,2022,2022
GTADCDD321,Công nghệ kỹ thuật công trình xây dựng,Công nghệ kỹ thuật,4,2022,2022
GTADCDM2,Công nghệ kỹ thuật cơ khí,Công nghệ kỹ thuật,4,2022,2022
GTADCDM221,Công nghệ kỹ thuật cơ khí,Công nghệ kỹ thuật,4,2022,2022
GTADCDT1,Công nghệ kỹ thuật điện tử - viễn thông,Công nghệ kỹ thuật,4,2022,2022
GTADCDT1,Công nghệ kỹ thuật điện tử - viễn thông,Công nghệ thông tin - Tin học,4,2024,2024
GTADCDT121,Công nghệ kỹ thuật điện tử - viễn thông,Công nghệ kỹ thuật,4,2022,2022
GTADCDT2,Công nghệ kỹ thuật ô tô,Công nghệ thông tin - Tin học,4,2024,2024
GTADCDT2,Công nghệ kỹ thuật điện tử - viễn thông,Công nghệ kỹ thuật,9,2022,2023
GTADCDT221,Công nghệ kỹ thuật điện tử - viễn thông,Công nghệ kỹ thuật,4,2022,2022
GTADCDX2,CNKT công trình XD dân dụng và công nghiệp,Công nghệ thông tin - Tin học,4,2024,2024
GTADCEN2,Ngôn ngữ Anh,Công an - Quân đội,4,2024,2024
GTADCGO2,Công nghệ kỹ thuật ô tô và giao thông thông minh,Công nghệ thông tin - Tin học,4,2024,2024
GTADCH2,Hải quan và Logistics,Báo chí - Marketing - Quảng cáo - PR,4,2024,2024
GTADCHL,Hải quan & Logistics,Công nghệ kỹ thuật,4,2023,2023
GTADCHL2,Hải quan & Logistics,Công nghệ kỹ thuật,1,2023,2023
GTADCHT2,Hệ thống thông tin,Máy tính và công nghệ thông tin,9,2022,2023
GTADCHT221,Hệ thống thông tin,Máy tính và công nghệ thông tin,4,2022,2022
GTADCIT2,Công nghệ thông tin (tăng cường tiếng Anh),Công nghệ thông tin - Tin học,4,2024,2024
GTADCKN2,Kiến trúc Nội thất,Kiến trúc và xây dựng,5,2023,2023
GTADCKN2,Kiến trúc nội thất,Xây dựng - Kiến trúc - Giao thông,4,2024,2024
GTADCKQ2,Xây dựng và quản lý hạ tầng đô thị,Xây dựng - Kiến trúc - Giao thông,4,2024,2024
GTADCKT1,Kế toán,Kinh doanh và quản lý,9,2022,2023
GTADCKT121,Kế toán,Kinh doanh và quản lý,4,2022,2022
GTADCKT2,Kế toán,Kinh doanh và quản lý,9,2022,2023
GTADCKT2,Kế toán doanh nghiệp,Kế toán - Kiểm toán,4,2024,2024
GTADCKT221,Kế toán,Kinh doanh và quản lý,4,2022,2022
GTADCKT321,Kế toán,Kinh doanh và quản lý,4,2022,2022
GTADCKTI,Kế toán doanh nghiệp,Kế toán - Kiểm toán,4,2024,2024
GTADCKX1,Kinh tế,Khoa học xã hội và hành vi,4,2022,2022
GTADCKX121,Kinh tế xây dựng,Kiến trúc và xây dựng,4,2022,2022
GTADCKX2,Kinh tế xây dựng,Kinh tế - Quản trị kinh doanh - Thương Mại,4,2024,2024
GTADCKX2,Kinh tế xây dựng,Kiến trúc và xây dựng,9,2022,2023
GTADCKX221,Kinh tế xây dựng,Kiến trúc và xây dựng,4,2022,2022
GTADCKX321,Kinh tế xây dựng,Kiến trúc và xây dựng,4,2022,2022
GTADCLA2,Luật,Công an - Quân đội,4,2024,2024
GTADCLG1,Logistics và Quản lý chuỗi cung ứng,Công nghệ kỹ thuật,4,2022,2022
GTADCLG121,Logistics và Quản lý chuỗi cung ứng,Công nghệ kỹ thuật,4,2022,2022
GTADCLG2,Logistics và Quản lý chuỗi cung ứng,Công nghệ kỹ thuật,9,2022,2023
GTADCLG2,Logistics và quản lý chuỗi cung ứng,Kinh tế - Quản trị kinh doanh - Thương Mại,4,2024,2024
GTADCLG221,Logistics và Quản lý chuỗi cung ứng,Công nghệ kỹ thuật,4,2022,2022
GTADCLH2,Logistics và Quản lý chuỗi cung ứng,Công nghệ kỹ thuật,9,2022,2023
GTADCLH2,Logistics và hạ tầng giao thông,Kinh tế - Quản trị kinh doanh - Thương Mại,4,2024,2024
GTADCLH221,Logistics và Quản lý chuỗi cung ứng,Công nghệ kỹ thuật,4,2022,2022
GTADCMN2,Công nghệ kỹ thuật môi trường,Công nghệ kỹ thuật,9,2022,2023
GTADCMN2,Công nghệ và quản lý môi trường,Công nghệ thông tin - Tin học,4,2024,2024
GTADCMN221,Công nghệ kỹ thuật môi trường,Công nghệ kỹ thuật,4,2022,2022
GTADCMT2,Công nghệ kỹ thuật cơ khí,Công nghệ kỹ thuật,4,2022,2022
GTADCMT221,Công nghệ kỹ thuật cơ khí,Công nghệ kỹ thuật,4,2022,2022
GTADCMX2,Công nghệ kỹ thuật cơ khí,Công nghệ kỹ thuật,4,2022,2022
GTADCMX221,Công nghệ kỹ thuật cơ khí,Công nghệ kỹ thuật,4,2022,2022
GTADCOG2,Công nghệ kỹ thuật ô tô,Công nghệ kỹ thuật,5,2023,2023
GTADCOT1,Công nghệ kỹ thuật ô tô,Công nghệ kỹ thuật,9,2022,2023
GTADCOT121,Công nghệ kỹ thuật ô tô,Công nghệ kỹ thuật,4,2022,2022
GTADCOT2,Công nghệ kỹ thuật ô tô,Công nghệ kỹ thuật,9,2022,2023
GTADCOT221,Công nghệ kỹ thuật ô tô,Công nghệ kỹ thuật,4,2022,2022
GTADCOT3,Công nghệ kỹ thuật ô tô,Công nghệ kỹ thuật,4,2022,2022
GTADCOT321,Công nghệ kỹ thuật ô tô,Công nghệ kỹ thuật,4,2022,2022
GTADCOTI,Công nghệ kỹ thuật Ô tô,Công nghệ thông tin - Tin học,4,2024,2024
GTADCQM2,Quản trị Marketing,Kinh tế - Quản trị kinh doanh - Thương Mại,4,2024,2024
GTADCQM2,Quản trị marketing,Kinh doanh và quản lý,9,2022,2023
GTADCQM221,Quản trị marketing,Kinh doanh và quản lý,4,2022,2022
GTADCQT2,Quản trị Doanh nghiệp,Kinh doanh và quản lý,9,2022,2023
GTADCQT2,Thanh tra và quản lý công trình giao thông,Mỹ thuật - Âm nhạc - Nghệ thuật,4,2024,2024
GTADCQT221,Quản trị kinh doanh,Kinh doanh và quản lý,4,2022,2022
GTADCQX2,Quản lý và điều hành vận tải đường sắt,Kinh tế - Quản trị kinh doanh - Thương Mại,4,2024,2024
GTADCQX2,Quản lý xây dựng,Kiến trúc và xây dựng,9,2022,2023
GTADCQX221,Quản lý xây dựng,Kiến trúc và xây dựng,4,2022,2022
GTADCSS2,CNKT xây dựng Đường sắt - Metro,Xây dựng - Kiến trúc - Giao thông,4,2024,2024
GTADCTD2,Thương mại điện tử,Kinh doanh và quản lý,9,2022,2023
GTADCTD2,Thương mại điện tử,Kinh tế - Quản trị kinh doanh - Thương Mại,4,2024,2024
GTADCTD221,Thương mại điện tử,Kinh doanh và quản lý,4,2022,2022
GTADCTG2,Công nghệ thông tin,Máy tính và công nghệ thông tin,9,2022,2023
GTADCTG2,Trí tuệ nhân tạo và giao thông thông minh,Nhân sự - Hành chính,4,2024,2024
GTADCTG221,Công nghệ thông tin,Máy tính và công nghệ thông tin,4,2022,2022
GTADCTM2,Mạng máy tính và Truyền thông dữ liệu,Máy tính và công nghệ thông tin,4,2022,2022
GTADCTM221,Mạng máy tính và Truyền thông dữ liệu,Máy tính và công nghệ thông tin,4,2022,2022
GTADCTN2,Tài chính - Ngân hàng,Kinh doanh và quản lý,9,2022,2023
GTADCTN2,Tài chính doanh nghiệp,Tài chính - Ngân hàng - Bảo hiểm,4,2024,2024
GTADCTN221,Tài chính - Ngân hàng,Kinh doanh và quản lý,4,2022,2022
GTADCTQ2,Công trình giao thông và cơ sở hạ tầng,Kiến trúc và xây dựng,5,2023,2023
GTADCTQ2,Quản trị doanh nghiệp,Kinh tế - Quản trị kinh doanh - Thương Mại,4,2024,2024
GTADCTT1,Công nghệ thông tin,Máy tính và công nghệ thông tin,9,2022,2023
GTADCTT121,Công nghệ thông tin,Máy tính và công nghệ thông tin,4,2022,2022
GTADCTT2,Công nghệ thông tin,Máy tính và công nghệ thông tin,9,2022,2023
GTADCTT221,Công nghệ thông tin,Máy tính và công nghệ thông tin,4,2022,2022
GTADCTTI,Công nghệ thông tin,Công nghệ thông tin - Tin học,4,2024,2024
GTADCVL2,Logistics và vận tải đa phương thức,Kinh tế - Quản trị kinh doanh - Thương Mại,4,2024,2024
GTADCVL2,Logistics và vận tải đa phương thức (TN),Công nghệ kỹ thuật,9,2022,2023
GTADCVL221,Khai thác vận tải,Dịch vụ vận tải,4,2022,2022
GTADCVM2,Công nghệ kỹ thuật vi mạch bán dẫn,Công nghệ thông tin - Tin học,4,2024,2024
GTADCXQ2,Xây dựng và quản lý hạ tầng đô thị,Kiến trúc và xây dựng,5,2023,2023
GTADKLG2,Logistics - Trường Đại học Tongmyong - Hàn Quốc cấp bằng,Kinh tế - Quản trị kinh doanh - Thương Mại,4,2024,2024
GTADKTT2,Công nghệ thông tin – ĐH Công nghệ thông tin và quản lý Ba Lan - UITM cấp bằng,Công nghệ thông tin - Tin học,4,2024,2024
GTADNCD2,"Công nghệ kỹ thuật xây dựng Cầu đường bộ (tăng cường tiếng Nhật, định hướng thực tập và làm việc tại Nhật Bản)",Công nghệ thông tin - Tin học,4,2024,2024
GTADNDT2,"Công nghệ kỹ thuật Điện tử - Viễn thông (tăng cường tiếng Nhật, định hướng thực tập và làm việc tại Nhật Bản)",Công nghệ thông tin - Tin học,4,2024,2024
GTADNLG2,"Logistics và quản lý chuỗi cung ứng (tăng cường tiếng Nhật, định hướng thực tập và làm việc tại Nhật Bản)",Kinh tế - Quản trị kinh doanh - Thương Mại,4,2024,2024
H105,Điện tự động công nghiệp,Kỹ thuật,8,2022,2022
H105,Điện tự động công nghiệp (CLC),Công nghệ thông tin - Tin học,4,2024,2024
H114,Công nghệ thông tin,Máy tính và công nghệ thông tin,8,2022,2022
H114,Công nghệ thông tin (CLC),Công nghệ thông tin - Tin học,4,2024,2024
H401,Kinh tế,Khoa học xã hội và hành vi,4,2022,2022
H401,Kinh tế vận tải biển (CLC),Kinh tế - Quản trị kinh doanh - Thương Mại,4,2024,2024
H402,Kinh tế,Khoa học xã hội và hành vi,4,2022,2022
H402,Kinh tế ngoại thương (CLC),Ngoại thương - Xuất nhập khẩu - Kinh Tế quốc tế,4,2024,2024
HE1,Công nghệ Kỹ thuật Nhiệt (Cơ điện lạnh),Kỹ thuật,8,2018,2021
HE1,Kỹ thuật Nhiệt,Điện lạnh - Điện tử - Điện - Tự động hóa,2,2024,2024
HE1,Kỹ thuật nhiệt,Kỹ thuật,3,2023,2023
HE1Y,Công nghệ Kỹ thuật Nhiệt (Cơ điện lạnh),Công nghệ kỹ thuật,2,2022,2022
HM1,Quản lý bệnh viện,Kinh tế - Quản trị kinh doanh - Thương Mại,4,2024,2024
HQT01,Quan hệ quốc tế,Báo chí - Marketing - Quảng cáo - PR,7,2024,2024
HQT01,Quan hệ quốc tế,Khoa học xã hội và hành vi,29,2022,2023
HQT01-03,Nhật Bản học,Khoa học xã hội và hành vi,7,2022,2023
HQT01-04,Trung Quốc học,Khoa học xã hội và hành vi,2,2022,2023
HQT02,Ngôn ngữ Anh,Công an - Quân đội,3,2024,2024
HQT02,Ngôn ngữ Anh,Nhân văn,17,2022,2023
HQT03,Kinh tế,Khoa học xã hội và hành vi,28,2022,2023
HQT03,Kinh tế quốc tế,Kinh tế - Quản trị kinh doanh - Thương Mại,7,2024,2024
HQT04,Luật,Pháp luật,36,2022,2023
HQT04,Luật quốc tế,Công an - Quân đội,7,2024,2024
HQT05,Truyền thông quốc tế,Báo chí - Marketing - Quảng cáo - PR,7,2024,2024
HQT05,Truyền thông quốc tế,Báo chí và thông tin,29,2022,2023
HQT06,Kinh doanh quốc tế,Kinh doanh và quản lý,24,2022,2023
HQT06,Kinh doanh quốc tế,Kinh tế - Quản trị kinh doanh - Thương Mại,7,2024,2024
HQT07,Luật,Pháp luật,22,2021,2023
HQT07,Luật thương mại quốc tế,Luật - Tòa án,7,2024,2024
HQT08-01,Hàn Quốc học,Khoa học xã hội và hành vi,20,2022,2023
HQT08-01,Hàn Quốc học,Văn hóa - Chính trị - Khoa học Xã hội,4,2024,2024
HQT08-02,Hoa Kỳ học,Khoa học xã hội và hành vi,20,2022,2023
HQT08-02,Hoa Kỳ học,Khác,4,2024,2024
HQT08-03,Nhật Bản học,Khoa học xã hội và hành vi,16,2022,2023
HQT08-03,Nhật Bản học,Văn hóa - Chính trị - Khoa học Xã hội,5,2024,2024
HQT08-04,Trung Quốc học,Khoa học xã hội và hành vi,21,2022,2023
HQT08-04,Trung Quốc học,Văn hóa - Chính trị - Khoa học Xã hội,5,2024,2024
HVN01,Công nghệ sinh học,Khoa học sự sống,6,2020,2021
HVN01,Khoa học cây trồng,"Nông, lâm nghiệp và thủy sản",8,2020,2022
HVN01,Kinh tế,Khoa học xã hội và hành vi,10,2020,2021
HVN01,Kinh tế nông nghiệp,"Nông, lâm nghiệp và thủy sản",2,2021,2021
HVN01,Quản trị kinh doanh,Kinh doanh và quản lý,6,2020,2021
HVN01,Thú y,Khác,4,2024,2024
HVN02,Bảo vệ thực vật,"Nông, lâm nghiệp và thủy sản",12,2020,2022
HVN02,Chăn nuôi thú y - thuỷ sản,Bác sĩ thú y,4,2024,2024
HVN02,Khoa học cây trồng,"Nông, lâm nghiệp và thủy sản",8,2020,2021
HVN02,Nông nghiệp,"Nông, lâm nghiệp và thủy sản",12,2020,2022
HVN03,Chăn nuôi,"Nông, lâm nghiệp và thủy sản",20,2020,2022
HVN03,Nông nghiệp sinh thái và Nông nghiệp đô thị,Thủy sản - Lâm Nghiệp - Nông nghiệp,4,2024,2024
HVN04,Công nghệ kỹ thuật cơ điện tử,Công nghệ kỹ thuật,12,2020,2022
HVN04,Công nghệ kỹ thuật ô tô và Cơ điện tử,Ô tô - Cơ khí - Chế tạo,4,2024,2024
HVN04,Kỹ thuật điều khiển và tự động hoá,Kỹ thuật,12,2020,2022
HVN04,Kỹ thuật điện,Kỹ thuật,12,2020,2022
HVN05,Công nghệ kỹ thuật ô tô,Công nghệ kỹ thuật,12,2020,2022
HVN05,Kỹ thuật cơ khí,Kỹ thuật,12,2020,2022
HVN05,Kỹ thuật cơ khí,Ô tô - Cơ khí - Chế tạo,4,2024,2024
HVN06,Công nghệ rau hoa quả và cảnh quan,"Nông, lâm nghiệp và thủy sản",12,2020,2022
HVN06,"Kỹ thuật điện, Điện tử và Tự động hoá",Điện lạnh - Điện tử - Điện - Tự động hóa,4,2024,2024
HVN07,Công nghệ sinh học,Khoa học sự sống,14,2020,2022
HVN07,Logistics và Quản lý chuỗi cung ứng,Kinh tế - Quản trị kinh doanh - Thương Mại,4,2024,2024
HVN08,Công nghệ thông tin,Máy tính và công nghệ thông tin,12,2020,2022
HVN08,Khoa học dữ liệu và Trí tuệ nhân tạo,Máy tính và công nghệ thông tin,8,2021,2022
HVN08,Mạng máy tính và Truyền thông dữ liệu,Máy tính và công nghệ thông tin,12,2020,2022
HVN08,"Quản trị kinh doanh, Thương mại và Du lịch",Kế toán - Kiểm toán,4,2024,2024
HVN09,Công nghệ sau thu hoạch,Sản xuất và chế biến,12,2020,2022
HVN09,Công nghệ sinh học và Công nghệ dược liệu,Công nghệ sinh - Hóa,4,2024,2024
HVN09,Công nghệ thực phẩm,Sản xuất và chế biến,12,2020,2022
HVN09,Công nghệ và kinh doanh thực phẩm,Sản xuất và chế biến,12,2020,2022
HVN10,Công nghệ thực phẩm và Chế biến,Công nghệ thông tin - Tin học,4,2024,2024
HVN10,Kế toán,Kinh doanh và quản lý,12,2020,2022
HVN10,Tài chính - Ngân hàng,Kinh doanh và quản lý,12,2020,2022
HVN11,Khoa học đất,"Nông, lâm nghiệp và thủy sản",12,2020,2022
HVN11,Kinh tế và Quản lý,Kinh tế - Quản trị kinh doanh - Thương Mại,4,2024,2024
HVN11,Phân bón và dinh dưỡng cây trồng,"Nông, lâm nghiệp và thủy sản",8,2020,2021
HVN12,Kinh tế,Khoa học xã hội và hành vi,26,2020,2022
HVN12,Kinh tế đầu tư,Khoa học xã hội và hành vi,8,2021,2022
HVN12,Quản lý kinh tế,Khoa học xã hội và hành vi,8,2021,2022
HVN12,Quản lý và phát triển nguồn nhân lực,Kinh doanh và quản lý,4,2021,2021
HVN12,Xã hội học,Văn hóa - Chính trị - Khoa học Xã hội,4,2024,2024
HVN13,Kinh tế,Khoa học xã hội và hành vi,4,2020,2020
HVN13,Kinh tế nông nghiệp,"Nông, lâm nghiệp và thủy sản",8,2021,2022
HVN13,Luật,Công an - Quân đội,4,2024,2024
HVN13,Phát triển nông thôn,"Nông, lâm nghiệp và thủy sản",8,2020,2021
HVN14,Công nghệ thông tin và Kỹ thuật số,Công nghệ thông tin - Tin học,4,2024,2024
HVN14,Luật,Pháp luật,12,2020,2022
HVN15,Khoa học môi trường,Khoa học tự nhiên,12,2020,2022
HVN15,"Quản lý đất đai, Bất động sản và Môi trường",Tài nguyên - Môi trường,4,2024,2024
HVN16,Công nghệ kỹ thuật hoá học,Công nghệ kỹ thuật,8,2020,2021
HVN16,Công nghệ kỹ thuật môi trường,Công nghệ kỹ thuật,12,2020,2022
HVN16,Khoa học môi trường,Tài nguyên - Môi trường,4,2024,2024
HVN17,Ngôn ngữ Anh,Công an - Quân đội,4,2024,2024
HVN17,Ngôn ngữ Anh,Nhân văn,12,2020,2022
HVN18,Nông nghiệp công nghệ cao,"Nông, lâm nghiệp và thủy sản",12,2020,2022
HVN18,Sư phạm công nghệ,Sư phạm - Giáo dục,4,2024,2024
HVN19,Bất động sản,Kinh doanh và quản lý,12,2020,2022
HVN19,Quản lý tài nguyên và môi trường,Môi trường và bảo vệ môi trường,12,2020,2022
HVN19,Quản lý đất đai,Môi trường và bảo vệ môi trường,12,2020,2022
HVN20,Quản lý và phát triển du lịch,Kinh doanh và quản lý,12,2020,2022
HVN20,Quản lý và phát triển nguồn nhân lực,Kinh doanh và quản lý,4,2022,2022
HVN20,Quản trị kinh doanh,Kinh doanh và quản lý,12,2020,2022
HVN20,Thương mại điện tử,Kinh doanh và quản lý,12,2020,2022
HVN21,Logistics và Quản lý chuỗi cung ứng,Công nghệ kỹ thuật,12,2020,2022
HVN21,Sư phạm công nghệ,Khoa học giáo dục và đào tạo giáo viên,12,2020,2022
HVN22,Sư phạm Kỹ thuật nông nghiệp,Khoa học giáo dục và đào tạo giáo viên,12,2020,2022
HVN23,Thú y,Thú y,12,2020,2022
HVN24,Bệnh học thủy sản,"Nông, lâm nghiệp và thủy sản",12,2020,2022
HVN24,Nuôi trồng thuỷ sản,"Nông, lâm nghiệp và thủy sản",12,2020,2022
HVN25,Xã hội học,Khoa học xã hội và hành vi,12,2020,2022
HỌCBẠ,Quản trị dịch vụ du lịch và lữ hành,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",1,2022,2022
IB01,Kinh doanh quốc tế,Kinh doanh và quản lý,9,2023,2023
IB01,Kinh doanh quốc tế,Kinh tế - Quản trị kinh doanh - Thương Mại,4,2024,2024
IB02,Kinh doanh quốc tế,Công nghệ kỹ thuật,9,2023,2023
IB02,Logistics và quản lý chuỗi cung ứng,Kinh tế - Quản trị kinh doanh - Thương Mại,4,2024,2024
IB03,Kinh doanh quốc tế,Kinh doanh và quản lý,9,2023,2023
IB03,"Kinh doanh quốc tế (Liên kết với ĐH Coventry, Anh quốc. Cấp song bằng)",Kinh tế - Quản trị kinh doanh - Thương Mại,4,2024,2024
IB04,Kinh doanh quốc tế (Chương trình Chất lượng cao),Kinh tế - Quản trị kinh doanh - Thương Mại,4,2024,2024
ICT-AI,Khoa học dữ liệu và Trí tuệ nhân tạo,Máy tính và công nghệ thông tin,12,2022,2023
ICT-AT,Khoa học máy tính,Máy tính và công nghệ thông tin,3,2021,2021
ICT-TN,Khoa học máy tính,Máy tính và công nghệ thông tin,12,2022,2023
ICT-TN,Tài năng khoa học máy tính,Công nghệ thông tin - Tin học,3,2024,2024
ICT-VJ,Công nghệ thông tin,Máy tính và công nghệ thông tin,20,2020,2023
ICT-VJ,Công nghệ thông tin Việt Nhật,Công nghệ thông tin - Tin học,4,2024,2024
ICT1,Công nghệ thông tin,Công nghệ thông tin - Tin học,3,2024,2024
ICT1,Công nghệ thông tin,Máy tính và công nghệ thông tin,22,2020,2023
ICT2,Kỹ thuật phần mềm,Máy tính và công nghệ thông tin,6,2023,2023
ICT2,Kỹ thuật phần mềm (một số học phần chuyên ngành học bằng tiếng anh),Công nghệ thông tin - Tin học,3,2024,2024
ICT3,Khoa học máy tính,Công nghệ thông tin - Tin học,3,2024,2024
ICT4,An toàn thông tin,Công nghệ thông tin - Tin học,3,2024,2024
ICT5,Trí tuệ nhân tạo,Công nghệ thông tin - Tin học,3,2024,2024
ISB,Cử nhân Tài năng ISB BBus,Nhân sự - Hành chính,4,2024,2024
IT,Công nghệ Thông tin,Công nghệ thông tin - Tin học,4,2024,2024
IT-E10,Khoa học dữ liệu và Trí tuệ nhân tạo,Máy tính và công nghệ thông tin,9,2019,2023
IT-E10,Khoa học dữ liệu và Trí tuệ nhân tạo (CT tiên tiến),Công nghệ thông tin - Tin học,2,2024,2024
IT-E15,An toàn không gian số,Máy tính và công nghệ thông tin,5,2021,2023
IT-E15,An toàn không gian số - Cyber security (CT tiên tiến),Công nghệ thông tin - Tin học,2,2024,2024
IT-E6,Công nghệ Thông tin (Việt – Nhật),Công nghệ thông tin - Tin học,3,2024,2024
IT-E6,Công nghệ thông tin,Máy tính và công nghệ thông tin,10,2018,2023
IT-E6Y,Công nghệ thông tin,Máy tính và công nghệ thông tin,3,2022,2022
IT-E7,Công nghệ Thông tin (Global ICT),Công nghệ thông tin - Tin học,2,2024,2024
IT-E7,Công nghệ thông tin,Máy tính và công nghệ thông tin,11,2018,2023
IT-EP,Công nghệ Thông tin (Việt-Pháp),Công nghệ thông tin - Tin học,3,2024,2024
IT-EP,Công nghệ thông tin,Máy tính và công nghệ thông tin,12,2020,2023
IT-GINP,Hệ thống thông tin,Máy tính và công nghệ thông tin,8,2018,2019
IT-LTU,Công nghệ thông tin,Máy tính và công nghệ thông tin,9,2018,2020
IT-VJ,Công nghệ Thông tin Việt - Nhật (ngành Công nghệ Thông tin),Công nghệ thông tin - Tin học,4,2024,2024
IT-VK,Công nghệ Thông tin Việt - Hàn (ngành Công nghệ Thông tin),Công nghệ thông tin - Tin học,4,2024,2024
IT-VUW,Công nghệ thông tin,Máy tính và công nghệ thông tin,9,2018,2020
IT01,Công nghệ thông tin,Công nghệ thông tin - Tin học,4,2024,2024
IT01,Công nghệ thông tin,Máy tính và công nghệ thông tin,9,2023,2023
IT1,CNTT: Khoa học Máy tính,Công nghệ thông tin - Tin học,2,2024,2024
IT1,Khoa học máy tính,Máy tính và công nghệ thông tin,5,2021,2023
IT1,Kinh doanh nông nghiệp,"Nông, lâm nghiệp và thủy sản",2,2020,2020
IT1,Kỹ thuật xây dựng,Kiến trúc và xây dựng,4,2018,2019
IT1,Kỹ thuật xây dựng,Máy tính và công nghệ thông tin,4,2018,2019
IT2,CNTT: Kỹ thuật Máy tính,Công nghệ thông tin - Tin học,2,2024,2024
IT2,Kỹ thuật máy tính,Máy tính và công nghệ thông tin,11,2018,2023
IT2Y,Kỹ thuật máy tính,Máy tính và công nghệ thông tin,2,2022,2022
JL,Ngôn ngữ Nhật,Ngoại giao - Ngoại ngữ,4,2024,2024
K7340101,Quản trị kinh doanh,Kinh doanh và quản lý,3,2023,2023
K7340101,Quản trị kinh doanh (song bằng 2+2) - Chương trình liên kết Đại học Kinh tế Praha (Cộng hòa Séc),Kinh tế - Quản trị kinh doanh - Thương Mại,4,2024,2024
K7340101E,Quản trị kinh doanh toàn cầu (đơn bằng 2+2) - Chương trình liên kết Đại học Emlyon (Pháp),Kinh tế - Quản trị kinh doanh - Thương Mại,4,2024,2024
K7340101L,Quản trị kinh doanh (đơn bằng 3+1) – Chương trình liên kết Đại học Lunghwa (Đài Loan),Kinh tế - Quản trị kinh doanh - Thương Mại,4,2024,2024
K7340101N,Quản trị nhà hàng - khách sạn (song bằng 2.5+1.5) - Chương trình liên kết Đại học Taylor's (Malaysia),Du lịch-Khách sạn,4,2024,2024
K7340101N,Quản trị nhà hàng khách sạn,"Du lịch, khách sạn, thể thao và dịch vụ cá nhân",3,2021,2023
K7340120L,Kinh doanh quốc tế,Kinh doanh và quản lý,3,2023,2023
K7340120L,Kinh doanh quốc tế (song bằng 3+1) – Chương trình liên kết Đại học La Trobe (Úc),Kinh tế - Quản trị kinh doanh - Thương Mại,4,2024,2024
K7340201M,"Kinh doanh (Tài chính, Kinh doanh quốc tế, Marketing. Kế toán, Quản trị nguồn nhân lực & Quan hệ lao động) (đơn bằng 2+1.5) - Chương trình liên kết Đại học Massey (New Zealand)",Kinh tế - Quản trị kinh doanh - Thương Mại,4,2024,2024
K7340201X,Tài chính và kiểm soát,Kinh doanh và quản lý,3,2023,2023
K7340201X,Tài chính và kiểm soát (song bằng 3+1) - Chương trình liên kết Đại học Khoa học ứng dụng Saxion (Hà Lan),Tài chính - Ngân hàng - Bảo hiểm,4,2024,2024
K7340301,Kế toán,Kinh doanh và quản lý,3,2023,2023
K7340301,Kế toán (song bằng 3+1) - Chương trình liên kết Đại học West of England. Bristol (Vương quốc Anh),Kế toán - Kiểm toán,4,2024,2024
K7480101L,Công nghệ thông tin,Máy tính và công nghệ thông tin,3,2023,2023
K7480101L,Công nghệ thông tin (song bằng 2+2) - Chương trình liên kết Đại học La Trobe (Úc),Công nghệ thông tin - Tin học,4,2024,2024
K7480101T,Khoa học máy tính,Máy tính và công nghệ thông tin,3,2023,2023
